Event_ID,Timestamp,Plant,Production_Line,Machine_ID,Shift,Downtime_Reason,Downtime_Category,Downtime_Minutes,Production_Loss_Units,Cost_Per_Unit,Downtime_Cost,Operator_ID,Maintenance_Team,Planned_Flag
DT-108395,10/01/2024 12:00,Plant C,Line-3,M-08,Morning,Quality Issue,Quality,109,161,36,5796,OP-805,MT-5,0
DT-112951,24/07/2024 6:00,Plant C,Line-4,M-08,Evening,Mechanical Failure,Technical,296,293,19,5567,OP-442,MT-2,0
DT-102453,18/05/2023 23:00,Plant C,Line-5,M-08,Evening,Planned Maintenance,Planned,135,291,56,16296,OP-442,MT-5,1
DT-108505,25/05/2023 10:00,Plant C,Line-5,M-08,Night,Electrical Issue,Technical,320,88,16,1408,OP-442,MT-1,0
DT-116290,26/12/2024 23:00,Plant B,Line-3,M-08,Evening,Planned Maintenance,Planned,148,15,50,750,OP-820,MT-1,1
DT-117991,19/06/2024 17:00,Plant C,Line-3,M-08,Morning,Operator Error,Human,285,484,52,25168,OP-831,MT-2,0
DT-100491,19/03/2023 4:00,Plant B,Line-3,M-08,Morning,Electrical Issue,Technical,68,159,37,5883,OP-867,MT-2,0
DT-109099,10/06/2023 13:00,Plant B,Line-3,M-08,Evening,Power Outage,External,240,199,19,3781,OP-872,MT-2,0
DT-101152,31/10/2023 2:00,Plant C,Line-3,M-08,Night,Planned Maintenance,Planned,49,339,49,16611,OP-880,MT-2,1
DT-108773,09/07/2023 5:00,Plant B,Line-3,M-08,Evening,Electrical Issue,Technical,102,480,28,13440,OP-887,MT-2,0
DT-103370,01/10/2024 10:00,Plant C,Line-3,M-08,Morning,Safety Stop,Compliance,150,385,52,20020,OP-903,MT-1,0
DT-108563,13/10/2023 12:00,Plant B,Line-3,M-08,Morning,Quality Issue,Quality,88,467,57,26619,OP-951,MT-4,0
DT-112475,04/11/2024 15:00,Plant B,Line-1,M-08,Morning,Material Shortage,Supply Chain,322,372,48,17856,OP-445,MT-1,0
DT-110680,10/01/2024 7:00,Plant B,Line-3,M-08,Night,Power Outage,External,74,177,29,5133,OP-972,MT-4,0
DT-103801,09/03/2023 22:00,Plant C,Line-3,M-08,Evening,Mechanical Failure,Technical,287,8,18,144,OP-980,MT-4,0
DT-116058,11/06/2024 19:00,Plant C,Line-3,M-08,Evening,Material Shortage,Supply Chain,260,271,44,11924,OP-996,MT-4,0
DT-101978,23/02/2024 15:00,Plant B,Line-1,M-08,Evening,Material Shortage,Supply Chain,133,403,16,6448,OP-449,MT-1,0
DT-113009,31/05/2023 0:00,Plant B,Line-1,M-08,Morning,Mechanical Failure,Technical,170,82,46,3772,OP-452,MT-1,0
DT-101057,17/04/2024 16:00,Plant B,Line-5,M-08,Night,Material Shortage,Supply Chain,104,377,56,21112,OP-452,MT-5,0
DT-103904,28/02/2024 8:00,Plant C,Line-5,M-08,Night,Material Shortage,Supply Chain,63,273,29,7917,OP-452,MT-3,0
DT-103176,31/10/2023 19:00,Plant B,Line-1,M-08,Morning,Operator Error,Human,104,81,20,1620,OP-453,MT-1,0
DT-106027,19/07/2024 0:00,Plant B,Line-5,M-08,Morning,Unplanned Maintenance,Unplanned,344,114,58,6612,OP-462,MT-4,0
DT-104126,11/11/2023 13:00,Plant B,Line-4,M-08,Night,Quality Issue,Quality,330,216,28,6048,OP-464,MT-4,0
DT-102350,12/10/2023 0:00,Plant C,Line-4,M-08,Morning,Power Outage,External,257,308,26,8008,OP-466,MT-2,0
DT-109842,29/06/2023 5:00,Plant B,Line-1,M-08,Evening,Unplanned Maintenance,Unplanned,195,256,21,5376,OP-467,MT-3,0
DT-117550,19/11/2023 6:00,Plant C,Line-4,M-08,Evening,Power Outage,External,286,140,53,7420,OP-469,MT-2,0
DT-116119,18/01/2023 12:00,Plant B,Line-1,M-08,Evening,Planned Maintenance,Planned,319,495,52,25740,OP-470,MT-2,1
DT-100886,17/01/2024 2:00,Plant B,Line-1,M-08,Night,Unplanned Maintenance,Unplanned,200,182,22,4004,OP-477,MT-2,0
DT-117071,05/04/2023 11:00,Plant B,Line-1,M-08,Evening,Planned Maintenance,Planned,77,120,32,3840,OP-477,MT-1,1
DT-111723,07/07/2023 23:00,Plant C,Line-1,M-08,Night,Operator Error,Human,221,159,27,4293,OP-478,MT-2,0
DT-106869,17/08/2023 9:00,Plant B,Line-5,M-08,Evening,Planned Maintenance,Planned,36,36,37,1332,OP-478,MT-4,1
DT-103395,23/10/2023 1:00,Plant C,Line-1,M-08,Evening,Unplanned Maintenance,Unplanned,14,291,55,16005,OP-479,MT-1,0
DT-110976,21/05/2024 21:00,Plant B,Line-4,M-08,Night,Mechanical Failure,Technical,3,36,38,1368,OP-479,MT-5,0
DT-107664,06/11/2023 17:00,Plant B,Line-5,M-08,Evening,Material Shortage,Supply Chain,257,239,50,11950,OP-480,MT-4,0
DT-117935,25/09/2023 8:00,Plant C,Line-5,M-08,Night,Safety Stop,Compliance,185,290,20,5800,OP-484,MT-2,0
DT-101757,17/05/2023 3:00,Plant B,Line-1,M-08,Morning,Power Outage,External,289,96,15,1440,OP-487,MT-2,0
DT-102125,20/08/2023 16:00,Plant B,Line-4,M-08,Night,Electrical Issue,Technical,136,106,55,5830,OP-487,MT-1,0
DT-119247,06/07/2023 15:00,Plant B,Line-1,M-08,Morning,Quality Issue,Quality,342,482,43,20726,OP-497,MT-2,0
DT-106346,09/04/2023 18:00,Plant C,Line-5,M-08,Morning,Material Shortage,Supply Chain,289,428,21,8988,OP-497,MT-2,0
DT-103116,22/01/2023 4:00,Plant C,Line-1,M-08,Morning,Power Outage,External,309,492,33,16236,OP-504,MT-3,0
DT-103966,28/07/2024 6:00,Plant C,Line-4,M-08,Evening,Power Outage,External,175,482,30,14460,OP-509,MT-5,0
DT-115122,17/04/2024 8:00,Plant C,Line-4,M-08,Morning,Operator Error,Human,129,154,42,6468,OP-509,MT-1,0
DT-100303,01/10/2024 2:00,Plant C,Line-1,M-08,Morning,Electrical Issue,Technical,47,46,45,2070,OP-511,MT-2,0
DT-119403,08/07/2024 15:00,Plant B,Line-4,M-08,Morning,Power Outage,External,158,306,51,15606,OP-511,MT-2,0
DT-106041,02/06/2024 14:00,Plant B,Line-1,M-08,Night,Unplanned Maintenance,Unplanned,320,329,34,11186,OP-512,MT-2,0
DT-117052,28/07/2024 12:00,Plant C,Line-4,M-08,Morning,Power Outage,External,114,195,20,3900,OP-515,MT-4,0
DT-105030,13/03/2024 2:00,Plant C,Line-4,M-08,Night,Planned Maintenance,Planned,236,94,58,5452,OP-516,MT-4,1
DT-107080,29/10/2023 9:00,Plant B,Line-4,M-08,Night,Planned Maintenance,Planned,165,371,45,16695,OP-523,MT-5,1
DT-112247,08/11/2023 0:00,Plant C,Line-4,M-08,Evening,Electrical Issue,Technical,251,205,22,4510,OP-526,MT-5,0
DT-103185,18/09/2023 21:00,Plant B,Line-5,M-08,Evening,Unplanned Maintenance,Unplanned,262,128,15,1920,OP-532,MT-3,0
DT-110349,25/11/2024 7:00,Plant B,Line-5,M-08,Morning,Material Shortage,Supply Chain,297,402,31,12462,OP-534,MT-5,0
DT-105148,19/03/2023 13:00,Plant C,Line-1,M-08,Evening,Mechanical Failure,Technical,94,440,24,10560,OP-539,MT-2,0
DT-111227,14/12/2024 15:00,Plant B,Line-1,M-08,Evening,Safety Stop,Compliance,30,392,52,20384,OP-546,MT-4,0
DT-111813,10/10/2023 19:00,Plant C,Line-4,M-08,Night,Material Shortage,Supply Chain,19,90,21,1890,OP-561,MT-2,0
DT-113762,22/03/2024 11:00,Plant B,Line-1,M-08,Night,Planned Maintenance,Planned,134,197,24,4728,OP-562,MT-3,1
DT-116010,19/09/2024 14:00,Plant C,Line-5,M-08,Night,Operator Error,Human,311,244,45,10980,OP-564,MT-2,0
DT-100746,16/02/2024 1:00,Plant C,Line-5,M-08,Night,Unplanned Maintenance,Unplanned,27,204,29,5916,OP-568,MT-4,0
DT-113525,02/02/2023 9:00,Plant B,Line-5,M-08,Evening,Material Shortage,Supply Chain,3,241,34,8194,OP-571,MT-3,0
DT-118446,13/05/2024 4:00,Plant C,Line-5,M-08,Night,Material Shortage,Supply Chain,154,433,48,20784,OP-579,MT-3,0
DT-105735,23/11/2023 13:00,Plant B,Line-4,M-08,Night,Planned Maintenance,Planned,249,52,28,1456,OP-582,MT-3,1
DT-111748,17/07/2023 6:00,Plant B,Line-4,M-08,Evening,Mechanical Failure,Technical,121,416,39,16224,OP-596,MT-3,0
DT-117872,27/12/2024 2:00,Plant B,Line-1,M-08,Morning,Planned Maintenance,Planned,186,159,57,9063,OP-598,MT-5,1
DT-113521,02/09/2024 3:00,Plant C,Line-4,M-08,Night,Electrical Issue,Technical,51,190,29,5510,OP-598,MT-5,0
DT-116993,20/04/2024 3:00,Plant C,Line-1,M-08,Evening,Electrical Issue,Technical,103,275,48,13200,OP-604,MT-1,0
DT-102401,09/01/2023 1:00,Plant C,Line-1,M-08,Evening,Quality Issue,Quality,113,134,45,6030,OP-605,MT-2,0
DT-118784,02/08/2023 0:00,Plant C,Line-4,M-08,Morning,Unplanned Maintenance,Unplanned,211,420,37,15540,OP-610,MT-3,0
DT-101504,05/06/2024 0:00,Plant B,Line-1,M-08,Evening,Safety Stop,Compliance,186,45,58,2610,OP-611,MT-4,0
DT-100449,08/10/2023 11:00,Plant C,Line-4,M-08,Morning,Unplanned Maintenance,Unplanned,96,393,30,11790,OP-611,MT-4,0
DT-117526,21/10/2023 21:00,Plant C,Line-5,M-08,Morning,Unplanned Maintenance,Unplanned,48,207,32,6624,OP-614,MT-3,0
DT-102592,22/03/2023 12:00,Plant C,Line-1,M-08,Morning,Safety Stop,Compliance,168,455,30,13650,OP-615,MT-5,0
DT-110911,26/02/2024 6:00,Plant C,Line-4,M-08,Night,Unplanned Maintenance,Unplanned,322,30,54,1620,OP-616,MT-1,0
DT-115216,27/06/2023 23:00,Plant B,Line-1,M-08,Night,Power Outage,External,89,468,55,25740,OP-619,MT-2,0
DT-113535,24/11/2023 20:00,Plant C,Line-5,M-08,Night,Mechanical Failure,Technical,334,356,43,15308,OP-626,MT-5,0
DT-108693,08/02/2024 19:00,Plant B,Line-4,M-08,Morning,Power Outage,External,344,121,23,2783,OP-628,MT-3,0
DT-113549,05/09/2023 20:00,Plant B,Line-4,M-08,Night,Mechanical Failure,Technical,24,93,28,2604,OP-631,MT-1,0
DT-110767,31/03/2023 19:00,Plant C,Line-5,M-08,Evening,Operator Error,Human,152,338,49,16562,OP-632,MT-2,0
DT-112779,22/01/2023 14:00,Plant C,Line-5,M-08,Evening,Mechanical Failure,Technical,290,112,51,5712,OP-632,MT-1,0
DT-108235,11/12/2024 0:00,Plant B,Line-1,M-08,Morning,Power Outage,External,7,116,39,4524,OP-633,MT-2,0
DT-108121,04/08/2024 16:00,Plant B,Line-4,M-08,Evening,Planned Maintenance,Planned,301,396,48,19008,OP-637,MT-3,1
DT-106803,01/10/2024 15:00,Plant B,Line-4,M-08,Night,Planned Maintenance,Planned,188,429,54,23166,OP-638,MT-2,1
DT-115239,14/12/2023 2:00,Plant C,Line-4,M-08,Night,Operator Error,Human,206,496,44,21824,OP-638,MT-1,0
DT-101588,20/01/2024 2:00,Plant A,Line-4,M-08,Evening,Quality Issue,Quality,22,444,25,11100,OP-113,MT-3,0
DT-113074,29/02/2024 5:00,Plant A,Line-4,M-08,Morning,Quality Issue,Quality,336,204,17,3468,OP-119,MT-4,0
DT-106713,01/10/2024 10:00,Plant A,Line-4,M-08,Night,Electrical Issue,Technical,59,89,43,3827,OP-120,MT-2,0
DT-101121,27/03/2023 10:00,Plant C,Line-5,M-08,Evening,Safety Stop,Compliance,347,374,31,11594,OP-641,MT-1,0
DT-119977,14/08/2023 6:00,Plant A,Line-4,M-08,Morning,Electrical Issue,Technical,195,277,54,14958,OP-135,MT-1,0
DT-118766,19/08/2024 8:00,Plant B,Line-5,M-08,Night,Mechanical Failure,Technical,191,450,33,14850,OP-644,MT-5,0
DT-107137,16/05/2023 1:00,Plant C,Line-4,M-08,Morning,Material Shortage,Supply Chain,237,120,55,6600,OP-645,MT-3,0
DT-111110,22/07/2023 22:00,Plant B,Line-1,M-08,Evening,Unplanned Maintenance,Unplanned,302,197,20,3940,OP-646,MT-2,0
DT-116638,31/12/2023 10:00,Plant C,Line-1,M-08,Night,Mechanical Failure,Technical,146,93,48,4464,OP-647,MT-3,0
DT-109453,10/03/2023 20:00,Plant C,Line-5,M-08,Evening,Quality Issue,Quality,224,244,22,5368,OP-649,MT-4,0
DT-119168,22/10/2023 16:00,Plant A,Line-4,M-08,Evening,Mechanical Failure,Technical,10,499,44,21956,OP-188,MT-5,0
DT-102746,07/01/2023 15:00,Plant B,Line-1,M-08,Evening,Electrical Issue,Technical,185,251,38,9538,OP-655,MT-3,0
DT-113078,28/03/2023 0:00,Plant A,Line-4,M-08,Morning,Material Shortage,Supply Chain,341,225,52,11700,OP-196,MT-3,0
DT-114322,02/06/2023 11:00,Plant A,Line-4,M-08,Night,Quality Issue,Quality,45,482,35,16870,OP-198,MT-4,0
DT-115485,26/09/2023 12:00,Plant A,Line-4,M-08,Morning,Mechanical Failure,Technical,145,343,18,6174,OP-212,MT-2,0
DT-102049,30/10/2024 12:00,Plant A,Line-4,M-08,Evening,Safety Stop,Compliance,267,301,38,11438,OP-213,MT-1,0
DT-103236,26/01/2024 9:00,Plant A,Line-4,M-08,Evening,Electrical Issue,Technical,15,238,47,11186,OP-215,MT-3,0
DT-116958,12/12/2024 10:00,Plant A,Line-4,M-08,Evening,Mechanical Failure,Technical,343,67,49,3283,OP-218,MT-2,0
DT-100734,27/03/2023 8:00,Plant C,Line-1,M-08,Morning,Planned Maintenance,Planned,102,191,53,10123,OP-661,MT-5,1
DT-112672,03/10/2023 18:00,Plant A,Line-4,M-08,Evening,Mechanical Failure,Technical,259,92,59,5428,OP-239,MT-4,0
DT-111258,17/03/2024 12:00,Plant A,Line-4,M-08,Evening,Unplanned Maintenance,Unplanned,223,463,57,26391,OP-244,MT-1,0
DT-116144,26/02/2023 21:00,Plant A,Line-4,M-08,Evening,Planned Maintenance,Planned,204,379,25,9475,OP-266,MT-3,1
DT-107582,10/03/2024 19:00,Plant A,Line-4,M-08,Evening,Unplanned Maintenance,Unplanned,80,176,17,2992,OP-284,MT-3,0
DT-108358,15/02/2023 15:00,Plant A,Line-4,M-08,Morning,Electrical Issue,Technical,337,20,22,440,OP-284,MT-5,0
DT-100214,30/04/2023 13:00,Plant A,Line-4,M-08,Morning,Operator Error,Human,316,280,41,11480,OP-294,MT-2,0
DT-113170,03/09/2023 12:00,Plant B,Line-4,M-08,Evening,Safety Stop,Compliance,44,376,27,10152,OP-675,MT-3,0
DT-103422,26/06/2023 12:00,Plant A,Line-4,M-08,Evening,Planned Maintenance,Planned,129,319,36,11484,OP-321,MT-2,1
DT-117742,14/06/2024 21:00,Plant A,Line-4,M-08,Morning,Quality Issue,Quality,106,192,43,8256,OP-321,MT-3,0
DT-100693,14/04/2023 0:00,Plant C,Line-5,M-08,Night,Electrical Issue,Technical,219,29,15,435,OP-680,MT-5,0
DT-116608,17/11/2024 5:00,Plant C,Line-5,M-08,Evening,Electrical Issue,Technical,166,333,20,6660,OP-687,MT-2,0
DT-103110,23/03/2024 0:00,Plant B,Line-5,M-08,Morning,Safety Stop,Compliance,234,183,18,3294,OP-689,MT-4,0
DT-111311,22/07/2023 18:00,Plant A,Line-4,M-08,Evening,Power Outage,External,253,241,51,12291,OP-399,MT-3,0
DT-110595,21/08/2023 12:00,Plant B,Line-1,M-08,Morning,Material Shortage,Supply Chain,247,447,56,25032,OP-693,MT-4,0
DT-101398,13/07/2023 12:00,Plant A,Line-4,M-08,Evening,Safety Stop,Compliance,58,471,40,18840,OP-413,MT-1,0
DT-102763,26/07/2023 1:00,Plant A,Line-4,M-08,Evening,Power Outage,External,58,198,59,11682,OP-419,MT-2,0
DT-115146,10/10/2023 6:00,Plant C,Line-5,M-08,Night,Electrical Issue,Technical,125,245,24,5880,OP-698,MT-1,0
DT-101199,15/04/2024 23:00,Plant B,Line-1,M-08,Morning,Power Outage,External,133,15,22,330,OP-699,MT-2,0
DT-118158,08/04/2024 4:00,Plant A,Line-4,M-08,Evening,Power Outage,External,170,385,54,20790,OP-448,MT-3,0
DT-103895,13/06/2023 12:00,Plant A,Line-4,M-08,Night,Power Outage,External,309,289,49,14161,OP-455,MT-4,0
DT-107820,29/12/2024 0:00,Plant A,Line-4,M-08,Morning,Quality Issue,Quality,245,418,37,15466,OP-469,MT-1,0
DT-119668,10/08/2024 8:00,Plant C,Line-1,M-08,Morning,Safety Stop,Compliance,83,295,48,14160,OP-711,MT-3,0
DT-116438,02/08/2024 2:00,Plant C,Line-5,M-08,Night,Unplanned Maintenance,Unplanned,359,217,59,12803,OP-713,MT-3,0
DT-108731,27/09/2023 18:00,Plant B,Line-4,M-08,Evening,Mechanical Failure,Technical,47,42,17,714,OP-716,MT-2,0
DT-115403,26/02/2023 10:00,Plant A,Line-4,M-08,Night,Safety Stop,Compliance,229,196,44,8624,OP-514,MT-1,0
DT-118442,22/09/2023 21:00,Plant B,Line-4,M-08,Night,Electrical Issue,Technical,161,353,51,18003,OP-721,MT-2,0
DT-100827,29/08/2023 19:00,Plant A,Line-4,M-08,Evening,Planned Maintenance,Planned,313,115,56,6440,OP-549,MT-1,1
DT-115771,20/10/2023 13:00,Plant B,Line-5,M-08,Morning,Operator Error,Human,312,206,46,9476,OP-725,MT-4,0
DT-113681,04/04/2023 1:00,Plant C,Line-1,M-08,Night,Power Outage,External,272,473,58,27434,OP-727,MT-3,0
DT-101763,24/01/2023 8:00,Plant B,Line-4,M-08,Evening,Safety Stop,Compliance,25,232,56,12992,OP-727,MT-4,0
DT-113841,11/10/2024 13:00,Plant B,Line-4,M-08,Evening,Mechanical Failure,Technical,227,205,18,3690,OP-728,MT-1,0
DT-115331,29/07/2023 8:00,Plant A,Line-4,M-08,Night,Operator Error,Human,184,359,21,7539,OP-574,MT-1,0
DT-107535,09/08/2023 15:00,Plant B,Line-5,M-08,Night,Planned Maintenance,Planned,256,287,25,7175,OP-731,MT-1,1
DT-118934,15/06/2023 7:00,Plant B,Line-1,M-08,Evening,Material Shortage,Supply Chain,102,320,15,4800,OP-732,MT-5,0
DT-114913,21/10/2024 12:00,Plant C,Line-5,M-08,Night,Planned Maintenance,Planned,101,362,46,16652,OP-734,MT-1,1
DT-115563,22/06/2023 11:00,Plant A,Line-4,M-08,Evening,Unplanned Maintenance,Unplanned,137,324,43,13932,OP-609,MT-5,0
DT-105344,02/10/2024 18:00,Plant C,Line-1,M-08,Morning,Planned Maintenance,Planned,203,317,42,13314,OP-738,MT-5,1
DT-110631,12/10/2024 8:00,Plant B,Line-4,M-08,Night,Electrical Issue,Technical,199,311,31,9641,OP-738,MT-5,0
DT-111647,29/10/2023 21:00,Plant B,Line-4,M-08,Evening,Electrical Issue,Technical,159,219,21,4599,OP-738,MT-2,0
DT-100916,17/08/2023 18:00,Plant B,Line-4,M-08,Evening,Operator Error,Human,86,25,33,825,OP-739,MT-5,0
DT-110129,17/12/2024 15:00,Plant A,Line-4,M-08,Morning,Electrical Issue,Technical,112,402,17,6834,OP-641,MT-3,0
DT-109923,28/01/2023 18:00,Plant C,Line-1,M-08,Night,Planned Maintenance,Planned,29,420,49,20580,OP-744,MT-3,1
DT-100883,31/05/2023 0:00,Plant B,Line-4,M-08,Night,Safety Stop,Compliance,123,117,59,6903,OP-746,MT-3,0
DT-105176,20/06/2024 22:00,Plant C,Line-1,M-08,Evening,Electrical Issue,Technical,63,86,28,2408,OP-748,MT-3,0
DT-104827,03/06/2024 22:00,Plant A,Line-4,M-08,Evening,Mechanical Failure,Technical,196,16,27,432,OP-683,MT-5,0
DT-109539,12/07/2023 13:00,Plant A,Line-4,M-08,Evening,Safety Stop,Compliance,11,481,25,12025,OP-699,MT-1,0
DT-115713,13/01/2024 21:00,Plant A,Line-4,M-08,Morning,Material Shortage,Supply Chain,276,55,15,825,OP-701,MT-4,0
DT-109865,09/02/2023 15:00,Plant A,Line-4,M-08,Evening,Power Outage,External,346,38,34,1292,OP-717,MT-1,0
DT-119351,15/08/2023 16:00,Plant C,Line-5,M-08,Evening,Safety Stop,Compliance,178,317,43,13631,OP-759,MT-3,0
DT-103975,14/05/2024 13:00,Plant A,Line-4,M-08,Evening,Operator Error,Human,182,435,34,14790,OP-752,MT-1,0
DT-112969,12/12/2023 11:00,Plant C,Line-4,M-08,Night,Quality Issue,Quality,133,21,24,504,OP-767,MT-5,0
DT-102449,14/06/2024 23:00,Plant B,Line-5,M-08,Night,Power Outage,External,131,378,58,21924,OP-768,MT-3,0
DT-108830,15/08/2023 11:00,Plant C,Line-1,M-08,Night,Quality Issue,Quality,136,41,19,779,OP-770,MT-3,0
DT-110488,16/03/2023 4:00,Plant A,Line-4,M-08,Night,Electrical Issue,Technical,317,293,54,15822,OP-785,MT-2,0
DT-109501,17/03/2024 20:00,Plant A,Line-4,M-08,Night,Unplanned Maintenance,Unplanned,172,327,45,14715,OP-786,MT-2,0
DT-110825,14/05/2023 3:00,Plant C,Line-1,M-08,Morning,Operator Error,Human,63,142,50,7100,OP-773,MT-2,0
DT-104539,29/12/2023 5:00,Plant C,Line-4,M-08,Morning,Material Shortage,Supply Chain,165,254,24,6096,OP-780,MT-1,0
DT-112558,30/07/2023 14:00,Plant A,Line-4,M-08,Night,Power Outage,External,287,207,52,10764,OP-828,MT-1,0
DT-116414,25/09/2024 21:00,Plant B,Line-4,M-08,Night,Mechanical Failure,Technical,286,6,19,114,OP-788,MT-4,0
DT-116925,16/07/2024 14:00,Plant B,Line-4,M-08,Evening,Safety Stop,Compliance,37,194,23,4462,OP-788,MT-2,0
DT-111356,15/05/2024 19:00,Plant C,Line-4,M-08,Evening,Quality Issue,Quality,250,14,38,532,OP-788,MT-4,0
DT-111154,07/01/2023 7:00,Plant C,Line-4,M-08,Night,Unplanned Maintenance,Unplanned,348,11,51,561,OP-791,MT-4,0
DT-117460,05/06/2023 19:00,Plant C,Line-4,M-08,Night,Safety Stop,Compliance,106,120,55,6600,OP-791,MT-4,0
DT-118190,26/03/2023 3:00,Plant B,Line-1,M-08,Night,Unplanned Maintenance,Unplanned,94,255,26,6630,OP-793,MT-1,0
DT-117945,21/11/2024 19:00,Plant A,Line-4,M-08,Night,Planned Maintenance,Planned,234,485,40,19400,OP-908,MT-1,1
DT-119190,31/05/2023 8:00,Plant C,Line-4,M-08,Night,Mechanical Failure,Technical,339,30,27,810,OP-799,MT-4,0
DT-107348,28/09/2023 19:00,Plant C,Line-1,M-08,Night,Material Shortage,Supply Chain,132,324,54,17496,OP-803,MT-1,0
DT-114479,09/03/2023 14:00,Plant A,Line-4,M-08,Evening,Unplanned Maintenance,Unplanned,308,235,56,13160,OP-957,MT-4,0
DT-113682,05/12/2023 5:00,Plant C,Line-5,M-08,Morning,Safety Stop,Compliance,26,314,29,9106,OP-809,MT-4,0
DT-114994,15/04/2023 4:00,Plant A,Line-4,M-08,Morning,Quality Issue,Quality,307,155,33,5115,OP-965,MT-3,0
DT-109699,11/09/2024 10:00,Plant C,Line-4,M-08,Evening,Safety Stop,Compliance,129,379,15,5685,OP-811,MT-2,0
DT-118478,17/01/2023 9:00,Plant B,Line-5,M-08,Morning,Unplanned Maintenance,Unplanned,151,39,23,897,OP-811,MT-1,0
DT-108574,13/05/2024 5:00,Plant C,Line-5,M-08,Morning,Quality Issue,Quality,6,82,15,1230,OP-811,MT-1,0
DT-119841,14/10/2023 22:00,Plant B,Line-5,M-08,Night,Operator Error,Human,66,440,42,18480,OP-814,MT-5,0
DT-102262,18/07/2024 1:00,Plant A,Line-4,M-08,Night,Unplanned Maintenance,Unplanned,151,173,59,10207,OP-984,MT-1,0
DT-114608,25/01/2024 9:00,Plant A,Line-4,M-08,Night,Planned Maintenance,Planned,223,156,37,5772,OP-990,MT-5,1
DT-108441,21/07/2023 9:00,Plant A,Line-5,M-08,Morning,Mechanical Failure,Technical,24,71,27,1917,OP-111,MT-5,0
DT-116203,06/01/2023 15:00,Plant A,Line-5,M-08,Morning,Planned Maintenance,Planned,330,292,17,4964,OP-145,MT-3,1
DT-110975,09/03/2024 22:00,Plant A,Line-5,M-08,Morning,Mechanical Failure,Technical,278,427,29,12383,OP-153,MT-2,0
DT-100681,13/02/2024 3:00,Plant C,Line-1,M-08,Night,Quality Issue,Quality,140,459,53,24327,OP-829,MT-5,0
DT-109857,05/10/2023 10:00,Plant B,Line-4,M-08,Morning,Quality Issue,Quality,172,448,29,12992,OP-833,MT-3,0
DT-108406,08/04/2023 0:00,Plant B,Line-5,M-08,Night,Mechanical Failure,Technical,318,142,29,4118,OP-833,MT-3,0
DT-107288,27/06/2023 16:00,Plant A,Line-5,M-08,Evening,Safety Stop,Compliance,109,418,26,10868,OP-201,MT-2,0
DT-103398,19/08/2024 14:00,Plant A,Line-5,M-08,Night,Power Outage,External,274,218,26,5668,OP-246,MT-5,0
DT-107212,05/01/2023 9:00,Plant C,Line-1,M-08,Morning,Quality Issue,Quality,178,474,50,23700,OP-847,MT-4,0
DT-115653,18/02/2024 22:00,Plant A,Line-5,M-08,Morning,Planned Maintenance,Planned,253,176,58,10208,OP-251,MT-4,1
DT-114604,17/09/2023 13:00,Plant A,Line-5,M-08,Evening,Planned Maintenance,Planned,303,394,35,13790,OP-278,MT-4,1
DT-103148,25/12/2024 0:00,Plant B,Line-4,M-08,Evening,Safety Stop,Compliance,104,373,35,13055,OP-852,MT-1,0
DT-118485,27/01/2023 11:00,Plant A,Line-5,M-08,Evening,Unplanned Maintenance,Unplanned,342,429,17,7293,OP-284,MT-5,0
DT-101363,10/12/2024 2:00,Plant B,Line-4,M-08,Night,Power Outage,External,350,480,27,12960,OP-853,MT-5,0
DT-116804,22/08/2024 13:00,Plant C,Line-1,M-08,Night,Safety Stop,Compliance,276,324,47,15228,OP-855,MT-5,0
DT-100904,26/06/2023 19:00,Plant C,Line-5,M-08,Evening,Power Outage,External,44,401,15,6015,OP-858,MT-4,0
DT-108754,27/12/2023 16:00,Plant B,Line-4,M-08,Evening,Operator Error,Human,274,7,56,392,OP-860,MT-2,0
DT-111542,30/04/2024 0:00,Plant A,Line-5,M-08,Morning,Power Outage,External,353,176,27,4752,OP-322,MT-1,0
DT-100233,20/03/2024 21:00,Plant A,Line-5,M-08,Evening,Planned Maintenance,Planned,236,68,20,1360,OP-333,MT-1,1
DT-100326,05/09/2023 21:00,Plant B,Line-4,M-08,Morning,Quality Issue,Quality,229,21,59,1239,OP-864,MT-4,0
DT-110940,23/12/2023 15:00,Plant B,Line-1,M-08,Morning,Power Outage,External,156,147,58,8526,OP-877,MT-2,0
DT-110739,17/10/2023 6:00,Plant C,Line-4,M-08,Evening,Operator Error,Human,252,250,22,5500,OP-881,MT-1,0
DT-113619,24/10/2023 6:00,Plant C,Line-4,M-08,Morning,Safety Stop,Compliance,8,39,15,585,OP-892,MT-1,0
DT-103498,01/12/2023 10:00,Plant A,Line-5,M-08,Morning,Operator Error,Human,199,379,59,22361,OP-481,MT-2,0
DT-108228,29/04/2024 15:00,Plant B,Line-5,M-08,Night,Power Outage,External,14,32,43,1376,OP-896,MT-3,0
DT-114714,19/08/2024 12:00,Plant A,Line-5,M-08,Evening,Quality Issue,Quality,90,446,29,12934,OP-484,MT-4,0
DT-104465,23/07/2023 3:00,Plant A,Line-5,M-08,Morning,Electrical Issue,Technical,341,273,22,6006,OP-499,MT-4,0
DT-112882,19/07/2024 5:00,Plant B,Line-1,M-08,Night,Electrical Issue,Technical,264,56,35,1960,OP-901,MT-2,0
DT-114860,16/11/2024 8:00,Plant C,Line-4,M-08,Evening,Electrical Issue,Technical,316,261,47,12267,OP-905,MT-2,0
